"","logFC","AveExpr","t","P.Value","adj.P.Val","B","SYMBOL","GENENAME","ENTREZID","threshold"
"2327259",-0.019041381526435,7.83196906289002,-0.313153400896074,0.755420140800069,0.839012651082365,-6.95227721311352,"PPP1R8","protein phosphatase 1 regulatory subunit 8","5511","Not Sig"
"2327283",0.118587289537468,8.30021279690357,0.788724543744612,0.433864033686228,0.573353821173605,-6.6892219992914,"THEMIS2","thymocyte selection associated family member 2","9473","Not Sig"
"2327310",0.353183471611148,8.03461628680859,3.82750042265524,0.000350054844156551,0.00170052023278081,-0.486572129019331,"SMPDL3B","sphingomyelin phosphodiesterase acid like 3B","27293","Not Sig"
"2327338",0.0251562288028095,7.76764714955539,0.416680322565321,0.678631973134572,0.782102118470343,-6.9141832873501,"XKR8","XK related 8","55113","Not Sig"
"2327375",0.299842551685487,6.79899355458997,3.96249745260869,0.000227678705972489,0.00117694598336319,-0.076285092076029,"ATP5IF1","ATP synthase inhibitory factor subunit 1","93974","Not Sig"
"2327391",0.102158288488091,7.36610446553581,1.3500039804717,0.182877925487348,0.303051935944029,-6.09646505457538,"SESN2","sestrin 2","83667","Not Sig"
"2327418",0.156724700115252,5.69946007121653,2.26387195474742,0.0277927486177224,0.0677985359442191,-4.53218129664125,"MED18","mediator complex subunit 18","54797","Not Sig"
"2327482",0.716239108005538,7.54978852714615,6.49074128363073,3.24286869808851e-08,5.73323557539166e-07,8.54058074122122,"RCC1","regulator of chromosome condensation 1","1104","Not Sig"
"2327542",0.162353599443471,7.42661974167731,1.75086723552884,0.0858823770414881,0.168106447404197,-5.49659571863174,"TRNAU1AP","tRNA selenocysteine 1 associated protein 1","54952","Not Sig"
"2327572",0.0169872094979722,5.46935481040578,0.145466331671326,0.884906637545257,0.929367305993351,-6.99110773311359,"RAB42","RAB42, member RAS oncogene family","115273","Not Sig"
"2327603",-0.00441605205665585,7.66678293631028,-0.0641288728402449,0.949114174735476,0.969012981917537,-6.99972340378636,"GMEB1","glucocorticoid modulatory element binding protein 1","10691","Not Sig"
"2327630",0.217514380775386,8.61415710943415,3.45861325887027,0.00109356349153217,0.00448489398399751,-1.56572045487616,"YTHDF2","YTH N6-methyladenosine RNA binding protein F2","51441","Not Sig"
"2327659",-0.0363691382723559,7.47233249789606,-0.53834292878984,0.592643614821792,0.713799102918876,-6.85571194341179,"OPRD1","opioid receptor delta 1","4985","Not Sig"
"2327677",0.00188004758919647,7.72243309514368,0.0214474304906641,0.98297105000832,0.9899421569241,-7.00156968191316,"EPB41","erythrocyte membrane protein band 4.1","2035","Not Sig"
"2327817",-0.0547357752154207,7.35832748945255,-0.497124961359606,0.621202099008194,0.736270497079821,-6.8771747361472,"PTPRU","protein tyrosine phosphatase receptor type U","10076","Not Sig"
"2328236",0.0524617894057551,7.87636509818147,0.635833123621661,0.527681386308297,0.657726654625513,-6.79823444833448,"ZCCHC17","zinc finger CCHC-type containing 17","51538","Not Sig"
"2328273",1.00730945508079,10.3289111519243,6.54705747978121,2.63871435153687e-08,4.77245206176483e-07,8.74322597400323,"SERINC2","serine incorporator 2","347735","Up"
"2328320",-0.931232118518979,8.09556041611582,-7.31477337078177,1.58175851166444e-09,4.4808348262865e-08,11.5135334681904,"TINAGL1","tubulointerstitial nephritis antigen like 1","64129","Not Sig"
"2328387",-0.174413699813485,6.9301131496783,-2.88217250869499,0.00573394917165839,0.0182939491545692,-3.10933009851692,"HCRTR1","hypocretin receptor 1","3061","Not Sig"
"2328465",0.174109114822608,9.22911593845538,3.07387595798544,0.00336552770367706,0.0116439217676259,-2.61718520103533,"KHDRBS1","KH RNA binding domain containing, signal transduction associated 1","10657","Not Sig"
"2328633",0.0957965084196664,7.70863004667986,1.22261092092317,0.227004231975914,0.356753983838506,-6.25695948151945,"TMEM39B","transmembrane protein 39B","55116","Not Sig"
"2328674",0.2908151301967,9.06266567120609,4.03102655154239,0.000182558621944431,0.000974132806695485,0.134882981787314,"KPNA6","karyopherin subunit alpha 6","23633","Not Sig"
"2328713",0.0610943761294909,8.4322767627873,1.1366241947816,0.260920540060815,0.396214005331397,-6.35680245541529,"TXLNA","taxilin alpha","200081","Not Sig"
"2328750",-0.127857321274514,6.81415932057931,-2.3229636712121,0.0241387421835259,0.060294808692872,-4.40788875432811,"CCDC28B","coiled-coil domain containing 28B","79140","Not Sig"
"2328767",0.0809891538132312,6.87887058629298,1.15142805006077,0.254837283423317,0.389056215145924,-6.34010499134484,"IQCC","IQ motif containing C","55721","Not Sig"
"2328808",-0.0300489551705354,10.3061743246009,-0.270632389142292,0.787748024678949,0.862242897000149,-6.96480453930801,"EIF3I","eukaryotic translation initiation factor 3 subunit I","8668","Not Sig"
"2328837",0.0498480818727183,6.98988097986469,0.614695456119048,0.541443697728202,0.670024019266624,-6.81149571980414,"FAM167B","family with sequence similarity 167 member B","84734","Not Sig"
"2328841",0.0833020283216506,7.18011768242535,0.792152451188004,0.431880618243769,0.571659407550882,-6.68651550360358,"LCK","LCK proto-oncogene, Src family tyrosine kinase","3932","Not Sig"
"2328868",0.563518665101437,9.01747940089011,4.85734224065303,1.13758518951863e-05,8.91398633196675e-05,2.81121109779609,"HDAC1","histone deacetylase 1","3065","Not Sig"
"2328909",-0.0570959388454035,6.42613759894497,-0.961662792746324,0.340681755664271,0.481582770272602,-6.53846822079421,"TSSK3","testis specific serine kinase 3","81629","Not Sig"
"2328936",0.0423967887592154,7.35608078666085,0.659840763923128,0.51227603906508,0.643503485208243,-6.78263753549872,"ZBTB8A","zinc finger and BTB domain containing 8A","653121","Not Sig"
"2328990",-0.0394246467770998,5.20358698146204,-0.391513034943426,0.69702221589993,0.796581308108689,-6.92443266974794,"RBBP4","RB binding protein 4, chromatin remodeling factor","5928","Not Sig"
"2329041",0.404606560153852,8.37475514334768,4.5710392640501,3.03942538379981e-05,0.000207055344737022,1.85948550443233,"NHSL3","NHS like 3","57648","Not Sig"
"2329077",0.211157889016299,7.99784459550381,2.76292042245771,0.00790875707320878,0.0239581133964215,-3.40393044266228,"S100PBP","S100P binding protein","64766","Not Sig"
"2329131",0.0204342085515483,6.1670770988729,0.329886641124742,0.742814518795466,0.829869575332809,-6.94684884368229,"HPCA","hippocalcin","3208","Not Sig"
"2329196",0.344521069546555,7.40869434848288,3.50397447944465,0.000953538223406519,0.00400387825932867,-1.43655600184188,"AZIN2","antizyme inhibitor 2","113451","Not Sig"
"2329266",-0.219603599691222,8.51222524130561,-2.90740038888963,0.00535156401135852,0.0172237571946209,-3.04585141469451,"ZNF362","zinc finger protein 362","149076","Not Sig"
"2329341",0.210775215238177,7.46465389182708,1.97967788427199,0.0530587637174759,0.114858029915948,-5.09254175365033,"ZSCAN20","zinc finger and SCAN domain containing 20","7579","Not Sig"
"2329386",0.00840837555911733,4.35987927548872,0.142062715350105,0.887580956744383,0.930860993344709,-6.99160223921549,"HMGB4","high mobility group box 4","127540","Not Sig"
"2329481",-0.0327844904431824,5.4945846227742,-0.442667149211576,0.659847471506391,0.767663306204405,-6.90293494492224,"C1orf94","chromosome 1 open reading frame 94","84970","Not Sig"
"2329669",0.258286541578492,6.77011931602245,3.15591122097537,0.00266401889932355,0.00954079401122856,-2.39989378366485,"ZMYM1","zinc finger MYM-type containing 1","79830","Not Sig"
"2329752",-0.0234275405612436,9.06194800598016,-0.304408957207004,0.762034587325827,0.843314413903844,-6.95500199926011,"ZMYM4","zinc finger MYM-type containing 4","9202","Not Sig"
"2329887",0.492172705203911,8.66794882186681,4.70410960138472,1.92963139585106e-05,0.000139806177268195,2.29900385689668,"NCDN","neurochondrin","23154","Not Sig"
"2329920",-0.187636248679049,7.60415031873864,-3.04017899965096,0.00370106345677326,0.012618356218562,-2.70529978854104,"TFAP2E","transcription factor AP-2 epsilon","339488","Not Sig"
"2330002",-0.199007534299658,7.5856083164056,-2.60573578666643,0.0119375736627029,0.0337778549800429,-3.77801307560933,"AGO4","argonaute RISC component 4","192670","Not Sig"
"2330075",-0.0974169743775217,8.64578657519852,-1.92142051428178,0.0601826553237024,0.126970231604525,-5.19950856828914,"AGO1","argonaute RISC component 1","26523","Not Sig"
"2330133",-0.147905468930119,8.56520881027425,-1.9982348532366,0.0509473542641595,0.111117936455451,-5.05789282278405,"AGO3","argonaute RISC catalytic component 3","192669","Not Sig"
"2330234",-0.0273397308426357,6.2219887949603,-0.317957750760888,0.751793851429708,0.836293246263673,-6.95074744934284,"TEKT2","tektin 2","27285","Not Sig"
"2330253",0.162511375496653,7.17980695484642,2.48463582698921,0.0162343713330928,0.0434978390033727,-4.05472843395671,"ADPRS","ADP-ribosylserine hydrolase","54936","Not Sig"
"2330289",-0.23552106144462,8.5518709922228,-3.39275868521104,0.00133208544194103,0.00531697699050159,-1.75136801279588,"MAP7D1","MAP7 domain containing 1","55700","Not Sig"
"2330334",0.0691241147356134,9.28357578052075,1.13611394919108,0.261132039595051,0.396480466546642,-6.3573743061561,"THRAP3","thyroid hormone receptor associated protein 3","9967","Not Sig"
"2330393",0.19138024528039,7.40209583593733,1.97773915402469,0.0532836332460011,0.11516440941517,-5.09614568585023,"SH3D21","SH3 domain containing 21","79729","Not Sig"
"2330687",0.328953232260962,7.8403644609423,2.52575803563614,0.0146392376336624,0.0399831566639215,-3.96191119225714,"ZC3H12A","zinc finger CCCH-type containing 12A","80149","Not Sig"
"2330723",0.210675451161176,8.44968652691471,0.970651771253922,0.336227374547028,0.477258187023365,-6.52984438452948,"DNALI1","dynein axonemal light intermediate chain 1","7802","Not Sig"
"2330773",0.948716676247855,6.09863195537308,6.89511093255996,7.36772839466705e-09,1.63314269582091e-07,9.99819437859313,"CDCA8","cell division cycle associated 8","55143","Not Sig"
"2330843",0.679375487776613,7.71920262655939,4.88692013424622,1.02665243122123e-05,8.15210918600669e-05,2.91078557212888,"MANEAL","mannosidase endo-alpha like","149175","Not Sig"
"2330899",0.427607238915764,7.71447022147917,4.68274828223829,2.07623827984448e-05,0.000148521549488648,2.22810661658293,"UTP11","UTP11 small subunit processome component","51118","Not Sig"
"2331158",0.0380943373092819,8.94587534475619,0.430787112647943,0.668408469912102,0.774807807420153,-6.90816100178579,"AKIRIN1","akirin 1","79647","Not Sig"
"2331178",0.0310022722160301,9.66509004466326,0.202952672010234,0.839966237607848,0.898765099216681,-6.9809889754068,"NDUFS5","NADH:ubiquinone oxidoreductase subunit S5","4725","Not Sig"
"2331213",0.0100026003503562,9.10108388217274,0.130202996256161,0.896909575060305,0.93652166302905,-6.99323391715214,"MACF1","microtubule actin crosslinking factor 1","23499","Not Sig"
"2331505",0.304949045805743,7.68362299976702,2.50277644866032,0.0155122517371331,0.0418893599541205,-4.01393002541785,"MACF1","microtubule actin crosslinking factor 1","23499","Not Sig"
"2331511",-0.00285184412480088,7.95977776761346,-0.0314713207961758,0.975014477297275,0.984586984705505,-7.00130154068957,"BMP8A","bone morphogenetic protein 8a","353500","Not Sig"
"2331558",0.933578536041188,6.85471276359992,7.02876592804575,4.5128237013985e-09,1.0855930326938e-07,10.4807862463295,"BMP8A","bone morphogenetic protein 8a","353500","Not Sig"
"2331602",-0.0780491842829605,7.42790197468467,-0.979232918965046,0.332011230661173,0.472941962081483,-6.5215396599611,"PPIE","peptidylprolyl isomerase E","10450","Not Sig"
"2331679",0.107638474327433,7.27115497723834,0.673771969376239,0.503448478786984,0.635438067927077,-6.77332637377272,"MFSD2A","MFSD2 lysolipid transporter A, lysophospholipid","84879","Not Sig"
"2331727",0.340946857832851,10.8246823670686,3.82467524645357,0.000353194849221176,0.00171319079176823,-0.495075179189498,"CAP1","cyclase associated actin cytoskeleton regulatory protein 1","10487","Not Sig"
"2331771",-0.244644665266375,8.29653249361953,-2.97778191375415,0.00440641889518466,0.0146363609528414,-2.86667257351541,"RLF","RLF zinc finger","6018","Not Sig"
"2331822",0.565809057955136,9.31697550097464,6.67389663217219,1.65801229320473e-08,3.2410753628534e-07,9.20013392183153,"ZMPSTE24","zinc metallopeptidase STE24","10269","Not Sig"
"2331857",0.251743935194398,8.94933060769315,1.95495396167502,0.0559884109080533,0.119729430774843,-5.13827384408261,"SMAP2","small ArfGAP2","64744","Not Sig"
"2331903",0.638209500310158,6.01765726506142,7.86429439427651,2.12449780808007e-10,8.27781706983696e-09,13.4929118507442,"ZFP69B","ZFP69 zinc finger protein B","65243","Not Sig"
"2331937",0.201333016866673,6.15523626234046,2.94173569268425,0.0048691225102124,0.0159556730046576,-2.95882061332557,"ZFP69","ZFP69 zinc finger protein","339559","Not Sig"
"2331959",0.0138283444535912,6.92877297566322,0.211943905484188,0.832981610036267,0.893758432741726,-6.97910480752424,"EXO5","exonuclease 5","64789","Not Sig"
"2331974",-0.0248780325690721,4.77522106388218,-0.427397797859109,0.670859102790836,0.776192163137568,-6.90962609361331,"ZNF684","zinc finger protein 684","127396","Not Sig"
"2332013",0.0506412932515179,9.20717345713036,0.724020040301432,0.472307139512168,0.6074886021038,-6.73815609185998,"NFYC","nuclear transcription factor Y subunit gamma","4802","Not Sig"
"2332091",-0.195510272715827,7.34030730421949,-3.01856897208652,0.00393244764238026,0.0132919387371671,-2.76145296297494,"KCNQ4","potassium voltage-gated channel subfamily Q member 4","9132","Not Sig"
"2332144",0.961773874816983,7.13486576084358,7.28497981291851,1.76416931847508e-09,4.90911894677056e-08,11.4059844197823,"CTPS1","CTP synthase 1","1503","Not Sig"
"2332481",-0.156077082591655,5.20003885835474,-2.06169301280234,0.0442654094801494,0.0992791856600334,-4.93732395971133,"GUCA2B","guanylate cyclase activator 2B","2981","Not Sig"
"2332528",0.0114232859713423,6.90658921341712,0.160818430276588,0.87286126167838,0.920979302564729,-6.98873188592243,"RIMKLA","ribosomal modification protein rimK like family member A","284716","Not Sig"
"2332566",0.370382033119505,7.57767955150629,4.36354356886942,6.11543114318442e-05,0.000378427761857274,1.18493545441384,"PPCS","phosphopantothenoylcysteine synthetase","79717","Not Sig"
"2332583",0.253256424897487,7.13124501861934,1.6627807320627,0.102389589526883,0.193809015506115,-5.64044336364201,"CCDC30","coiled-coil domain containing 30","728621","Not Sig"
"2332711",0.197809696855591,8.13863992058367,2.2449355309764,0.0290634328443547,0.0702906516137887,-4.57145785615128,"PPIH","peptidylprolyl isomerase H","10465","Not Sig"
"2332767",-0.0891741406770761,7.14213800533133,-1.50198993804007,0.139164853094012,0.246353352215883,-5.88570469240987,"C1orf50","chromosome 1 open reading frame 50","79078","Not Sig"
"2332812",-0.0499452654259356,7.41617315684554,-0.687747472913475,0.494676574787899,0.627822527109292,-6.76379359820051,"ERMAP","erythroblast membrane associated protein (Scianna blood group)","114625","Not Sig"
"2332855",0.173462869227285,6.48639241688771,2.51538552186459,0.0150275939897543,0.0408411373389903,-3.98543533916778,"ZNF691","zinc finger protein 691","51058","Not Sig"
"2332999",0.171801520050853,5.6263121961702,1.52398394956838,0.133588339049511,0.238805565728806,-5.85349568420783,"CFAP57","cilia and flagella associated protein 57","149465","Not Sig"
"2333035",0.254735386217304,7.6597707983508,3.37950347735906,0.00138572591047909,0.00549316836300987,-1.78846287207139,"TMEM125","transmembrane protein 125","128218","Not Sig"
"2333051",-0.537955255547442,7.46442385968878,-6.50304795388175,3.10003726300895e-08,5.52062461133415e-07,8.58485142535434,"TIE1","tyrosine kinase with immunoglobulin like and EGF like domains 1","7075","Not Sig"
"2333107",-0.265686173039434,6.20137611454384,-4.14449529922742,0.000126196826870627,0.000708963337480696,0.488605968815405,"MPL","MPL proto-oncogene, thrombopoietin receptor","4352","Not Sig"
"2333136",2.04451189266815,6.67784626808631,8.03346071399346,1.14844538644865e-10,4.91475875312946e-09,14.0997169801175,"CDC20","cell division cycle 20","991","Up"
"2333168",-0.0949232929797645,8.62898966147339,-1.08959719635139,0.280928040726222,0.418936795692742,-6.40847936063381,"SZT2","SZT2 subunit of KICSTOR complex","23334","Not Sig"
